IssuedYear,IssuedMonth,LoanAmt,Term,IntRate,Grade,SubGrade,EmpTitle,EmpLength,HomeStatus,AnnualInc,VerificationStatus,LoanStatus,Purpose,State,DTI,NoOfInqs,AppType,CreditHistory,FICO,DefaultStatus
2010,Jun,10000.0,36,11.86,B,B5,A Healthcare IT Company,3,RENT,75000.0,Not Verified,Fully Paid,credit_card,PA,13.95,0,INDIVIDUAL,8,702,Good-Loan
2010,Jun,10000.0,36,10.75,B,B2,The Rockefeller University,7,RENT,68000.0,Not Verified,Fully Paid,credit_card,NJ,11.58,0,INDIVIDUAL,11,732,Good-Loan
2010,Jun,6000.0,36,10.38,B,B1,Strategic Reimbursement,3,RENT,55000.0,Not Verified,Fully Paid,debt_consolidation,IL,24.24,1,INDIVIDUAL,8,722,Good-Loan
2010,Jun,4000.0,36,7.88,A,A5,Unknown,2,RENT,40000.0,Not Verified,Fully Paid,moving,FL,7.44,0,INDIVIDUAL,9,717,Good-Loan
2010,Jun,1200.0,60,16.45,E,E1,South Shore Hospital,2,RENT,87000.0,Not Verified,Fully Paid,vacation,MA,10.54,1,INDIVIDUAL,13,707,Good-Loan
2010,Jun,6000.0,36,7.88,A,A5,Miller Cooper Ink,1,MORTGAGE,45000.0,Not Verified,Fully Paid,major_purchase,MO,8.91,4,INDIVIDUAL,23,767,Good-Loan
2010,Jun,7500.0,36,7.88,A,A5,Microsoft,1,OWN,142000.0,Verified,Fully Paid,major_purchase,CA,14.1,1,INDIVIDUAL,22,727,Good-Loan
2010,Jun,1000.0,36,15.95,D,D4,San Diego Unified School District,3,RENT,25000.0,Not Verified,Fully Paid,debt_consolidation,CA,1.06,1,INDIVIDUAL,8,662,Good-Loan
2010,Jun,1000.0,36,7.88,A,A5,Unknown,0,RENT,12000.0,Not Verified,Charged Off,vacation,GA,19.0,2,INDIVIDUAL,24,717,Defaulted-Loan
2010,Jun,14000.0,36,13.23,C,C1,Buffalo Wild Wings,9,RENT,48996.0,Verified,Fully Paid,debt_consolidation,FL,22.68,1,INDIVIDUAL,8,707,Good-Loan
2010,Jun,7500.0,36,13.23,C,C1,Calgon Carbon Corporation,10,MORTGAGE,69654.78,Verified,Fully Paid,home_improvement,AZ,0.0,2,INDIVIDUAL,20,702,Good-Loan
2010,Jun,8000.0,60,11.49,B,B4,British Petroleum,4,RENT,60000.0,Verified,Fully Paid,credit_card,CA,14.98,0,INDIVIDUAL,10,717,Good-Loan
2010,Jun,8000.0,36,11.49,B,B4,Rush Order  Inc,10,MORTGAGE,65004.0,Not Verified,Fully Paid,other,CA,6.22,0,INDIVIDUAL,13,707,Good-Loan
2010,Jun,7000.0,60,13.98,C,C3,Skate Safe America,5,OWN,25000.0,Not Verified,Fully Paid,debt_consolidation,NY,12.91,0,INDIVIDUAL,7,732,Good-Loan
2010,Jun,3000.0,36,7.51,A,A4,New York City Transit,10,MORTGAGE,58951.0,Not Verified,Fully Paid,other,PA,14.19,0,INDIVIDUAL,21,727,Good-Loan
2010,Jun,4800.0,36,13.61,C,C2,Abby Pet Hospital,1,RENT,32000.0,Not Verified,Fully Paid,moving,CA,14.93,1,INDIVIDUAL,12,677,Good-Loan
2010,Jun,4400.0,60,11.12,B,B3,green heavy equipment repair,10,MORTGAGE,40320.0,Not Verified,Charged Off,other,GA,19.85,1,INDIVIDUAL,9,722,Defaulted-Loan
2010,Jun,7000.0,36,7.88,A,A5,Thirau LLC,5,MORTGAGE,64500.0,Verified,Fully Paid,debt_consolidation,NY,17.17,2,INDIVIDUAL,11,732,Good-Loan
