IssuedYear,IssuedMonth,LoanAmt,Term,IntRate,Grade,SubGrade,EmpTitle,EmpLength,HomeStatus,AnnualInc,VerificationStatus,LoanStatus,Purpose,State,DTI,NoOfInqs,AppType,CreditHistory,FICO,DefaultStatus
2010,Mar,3000.0,36,10.25,B,B2,Lamp Technology,6,RENT,27599.0,Not Verified,Fully Paid,other,NY,4.39,0,INDIVIDUAL,7,717,Good-Loan
2010,Mar,6000.0,36,6.0,C,C5,Expressos,6,RENT,26400.0,Not Verified,Fully Paid,major_purchase,RI,14.38,0,INDIVIDUAL,4,682,Good-Loan
2010,Mar,2850.0,36,13.48,C,C3,Russ Cochran Publishing,4,MORTGAGE,48000.0,Not Verified,Charged Off,debt_consolidation,MO,3.55,1,INDIVIDUAL,7,672,Defaulted-Loan
2010,Mar,1500.0,36,10.99,B,B4,W.J. Cox Associates Inc,2,RENT,31500.0,Verified,Fully Paid,vacation,NY,24.08,0,INDIVIDUAL,13,687,Good-Loan
2010,Mar,3600.0,36,6.39,A,A1,St. Vincent's Health System,2,MORTGAGE,55000.0,Not Verified,Fully Paid,credit_card,AL,3.56,1,INDIVIDUAL,20,777,Good-Loan
2010,Mar,2500.0,36,11.36,B,B5,Unknown,3,RENT,28500.0,Not Verified,Fully Paid,other,NM,19.28,5,INDIVIDUAL,9,742,Good-Loan
2010,Mar,7000.0,36,14.22,C,C5,Federation employment Guidance Services,3,RENT,35654.0,Not Verified,Charged Off,debt_consolidation,NJ,13.29,0,INDIVIDUAL,10,667,Defaulted-Loan
2010,Mar,3000.0,36,10.99,B,B4,California Labor Federation,1,RENT,94000.0,Verified,Fully Paid,other,CA,20.76,2,INDIVIDUAL,16,687,Good-Loan
2010,Mar,6000.0,36,7.14,A,A3,Amicis MT,6,RENT,55000.0,Not Verified,Fully Paid,house,CA,15.81,0,INDIVIDUAL,8,762,Good-Loan
2010,Mar,10000.0,36,15.33,D,D3,Itron,5,RENT,63000.0,Verified,Fully Paid,debt_consolidation,CA,7.05,1,INDIVIDUAL,14,727,Good-Loan
2010,Mar,6800.0,36,7.14,A,A3,Homeworks Tri-County Electric,10,RENT,37000.0,Not Verified,Fully Paid,debt_consolidation,MI,16.31,0,INDIVIDUAL,13,762,Good-Loan
2010,Mar,10000.0,36,10.25,B,B2,Blackhawk Network and Gentry Realty,1,MORTGAGE,55000.0,Verified,Fully Paid,debt_consolidation,AZ,11.59,2,INDIVIDUAL,10,712,Good-Loan
2010,Mar,6000.0,36,15.33,D,D3,burger king corporation,4,RENT,38000.0,Not Verified,Fully Paid,debt_consolidation,NJ,3.54,1,INDIVIDUAL,3,687,Good-Loan
2010,Mar,3000.0,36,17.56,E,E4,Kerry Ingredients and Flavors,3,RENT,44000.0,Not Verified,Charged Off,educational,CA,0.46,3,INDIVIDUAL,16,662,Defaulted-Loan
2010,Mar,3000.0,36,10.99,B,B4,Hope Lake Lodge,1,RENT,19200.0,Not Verified,Fully Paid,other,NY,17.94,0,INDIVIDUAL,4,722,Good-Loan
2010,Mar,2500.0,36,15.7,D,D4,Pacific Western Bank,1,MORTGAGE,44000.0,Not Verified,Charged Off,home_improvement,CA,11.05,3,INDIVIDUAL,5,677,Defaulted-Loan
2010,Mar,6000.0,36,10.62,B,B3,Aqua Care Pool Service,5,MORTGAGE,40000.0,Not Verified,Fully Paid,home_improvement,TX,4.11,0,INDIVIDUAL,12,767,Good-Loan
2010,Mar,5000.0,36,7.14,A,A3,Staffmark,2,RENT,55000.0,Verified,Fully Paid,other,NY,3.21,0,INDIVIDUAL,11,752,Good-Loan
2010,Mar,5000.0,36,10.62,B,B3,Columbus Metropolitan Club,2,MORTGAGE,50000.0,Not Verified,Fully Paid,debt_consolidation,OH,19.96,1,INDIVIDUAL,22,712,Good-Loan
2010,Mar,2400.0,36,10.25,B,B2,hyatt place,1,RENT,21360.0,Verified,Fully Paid,debt_consolidation,MA,2.64,0,INDIVIDUAL,10,722,Good-Loan
2010,Mar,1000.0,36,14.96,D,D2,Porter Hills Village,1,RENT,12240.0,Verified,Charged Off,educational,MI,20.98,3,INDIVIDUAL,4,672,Defaulted-Loan
2010,Mar,3000.0,36,15.7,D,D4,Zakheim & Associates Law Firm,1,RENT,40000.0,Not Verified,Fully Paid,major_purchase,FL,11.89,3,INDIVIDUAL,6,662,Good-Loan
2010,Mar,25000.0,36,15.7,D,D4,Devine Millimet  and  Branch,10,MORTGAGE,273000.0,Verified,Fully Paid,debt_consolidation,NH,17.02,0,INDIVIDUAL,22,697,Good-Loan
2010,Mar,8500.0,36,14.96,D,D2,CAROLINA SOYA LLC,10,MORTGAGE,42000.0,Verified,Fully Paid,small_business,SC,15.97,0,INDIVIDUAL,11,667,Good-Loan
2010,Mar,3000.0,36,7.14,A,A3,Kessler Institute of Rehab,7,OWN,41235.0,Not Verified,Charged Off,other,NJ,19.85,0,INDIVIDUAL,17,747,Defaulted-Loan
2010,Mar,6000.0,36,11.36,B,B5,Unknown,10,MORTGAGE,65000.0,Not Verified,Fully Paid,wedding,WA,10.6,0,INDIVIDUAL,19,697,Good-Loan
2010,Mar,8500.0,36,7.51,A,A4,Penn State University,5,MORTGAGE,32000.0,Not Verified,Fully Paid,debt_consolidation,PA,20.48,0,INDIVIDUAL,24,757,Good-Loan
2010,Mar,9000.0,36,7.88,A,A5,Western Area Power Administration,3,RENT,70176.0,Not Verified,Fully Paid,credit_card,CO,23.2,1,INDIVIDUAL,16,747,Good-Loan
2010,Mar,3000.0,36,7.51,A,A4,SenDx Medical Inc,1,RENT,60000.0,Not Verified,Fully Paid,credit_card,CA,16.46,0,INDIVIDUAL,7,722,Good-Loan
2010,Mar,3000.0,36,14.59,D,D1,tim hortons,9,RENT,32000.0,Not Verified,Fully Paid,debt_consolidation,OH,17.63,2,INDIVIDUAL,8,662,Good-Loan
2010,Mar,16000.0,36,13.85,C,C4,rush university medical center,1,OWN,50000.0,Verified,Fully Paid,debt_consolidation,IL,23.88,0,INDIVIDUAL,11,687,Good-Loan
2010,Mar,3000.0,36,6.76,A,A2,Standard Steel LLC,1,MORTGAGE,35000.0,Not Verified,Fully Paid,home_improvement,PA,6.48,3,INDIVIDUAL,16,777,Good-Loan
2010,Mar,7000.0,36,7.88,A,A5,Oak Hills Schools,5,MORTGAGE,51000.0,Not Verified,Fully Paid,debt_consolidation,OH,14.75,0,INDIVIDUAL,16,722,Good-Loan
2010,Mar,10000.0,36,14.96,D,D2,Apache Corporation,4,MORTGAGE,49600.0,Not Verified,Fully Paid,debt_consolidation,TX,19.65,0,INDIVIDUAL,9,677,Good-Loan
2010,Mar,10000.0,36,11.36,B,B5,Texas Tech University,6,RENT,50307.36,Not Verified,Charged Off,debt_consolidation,TX,23.45,1,INDIVIDUAL,13,702,Defaulted-Loan
2010,Mar,10000.0,36,14.22,C,C5,Pacific Courier,7,RENT,34000.0,Not Verified,Fully Paid,debt_consolidation,HI,17.22,1,INDIVIDUAL,5,687,Good-Loan
2010,Mar,3500.0,36,13.48,C,C3,Apac Customer Services,1,RENT,18000.0,Not Verified,Charged Off,other,AZ,4.67,0,INDIVIDUAL,8,707,Defaulted-Loan
2010,Mar,6000.0,36,10.99,B,B4,pepsi bottling group,5,MORTGAGE,60000.0,Not Verified,Fully Paid,other,PA,21.08,0,INDIVIDUAL,10,692,Good-Loan
2010,Mar,9250.0,36,13.11,C,C2,CB and Potts,5,RENT,27120.0,Not Verified,Charged Off,debt_consolidation,CO,18.72,1,INDIVIDUAL,11,682,Defaulted-Loan
2010,Mar,2000.0,36,14.96,D,D2,Press Democrat-New York Times,4,RENT,48000.0,Not Verified,Fully Paid,other,CA,9.88,0,INDIVIDUAL,12,687,Good-Loan
2010,Mar,2100.0,36,13.11,C,C2,Dr. Fathi,5,MORTGAGE,24000.0,Not Verified,Fully Paid,debt_consolidation,CA,11.6,0,INDIVIDUAL,8,677,Good-Loan
2010,Mar,18000.0,36,13.85,C,C4,NAVAIR,3,RENT,80171.0,Verified,Fully Paid,debt_consolidation,NJ,12.54,0,INDIVIDUAL,13,697,Good-Loan
2010,Mar,5000.0,36,14.96,D,D2,Lotus Cars USA,4,RENT,31000.0,Not Verified,Fully Paid,other,GA,2.63,1,INDIVIDUAL,3,692,Good-Loan
2010,Mar,10000.0,36,7.88,A,A5,City of Milwaukee,10,MORTGAGE,77000.0,Not Verified,Fully Paid,major_purchase,WI,0.31,0,INDIVIDUAL,8,757,Good-Loan
2010,Mar,10000.0,36,7.14,A,A3,Magnum security,5,RENT,60000.0,Not Verified,Fully Paid,other,NY,16.18,0,INDIVIDUAL,37,772,Good-Loan
2010,Mar,12000.0,36,10.62,B,B3,ACE Private Risk Services,1,MORTGAGE,65000.0,Verified,Fully Paid,credit_card,VA,22.39,1,INDIVIDUAL,14,717,Good-Loan
2010,Mar,9950.0,36,14.96,D,D2,Pfizer,5,MORTGAGE,108000.0,Verified,Fully Paid,debt_consolidation,PA,16.4,3,INDIVIDUAL,14,667,Good-Loan
2010,Mar,6000.0,36,9.88,B,B1,Unknown,0,MORTGAGE,85000.0,Not Verified,Fully Paid,debt_consolidation,CA,9.28,1,INDIVIDUAL,34,722,Good-Loan
2010,Mar,5000.0,36,13.11,C,C2,Raytheon,6,RENT,48000.0,Verified,Fully Paid,other,VA,15.35,1,INDIVIDUAL,14,687,Good-Loan
2010,Mar,6000.0,36,7.14,A,A3,Moraine Valley Community College,7,MORTGAGE,90000.0,Not Verified,Fully Paid,major_purchase,IL,9.2,3,INDIVIDUAL,27,772,Good-Loan
2010,Mar,7000.0,36,7.14,A,A3,Cache Creek Casino,2,OWN,80340.0,Not Verified,Fully Paid,other,CA,12.52,2,INDIVIDUAL,13,777,Good-Loan
2010,Mar,7200.0,36,6.76,A,A2,Travelers Insurance Company,10,MORTGAGE,51000.0,Not Verified,Fully Paid,credit_card,MA,5.74,0,INDIVIDUAL,20,772,Good-Loan
2010,Mar,2000.0,36,14.96,D,D2,GT Outdoor Services,8,RENT,25200.0,Verified,Fully Paid,other,MI,14.0,2,INDIVIDUAL,9,672,Good-Loan
2010,Mar,4000.0,36,10.62,B,B3,Cooper University Hospital,1,MORTGAGE,46500.0,Not Verified,Fully Paid,major_purchase,NJ,8.65,1,INDIVIDUAL,14,702,Good-Loan
2010,Mar,7500.0,36,9.88,B,B1,Gartner  Inc.,10,MORTGAGE,51500.0,Not Verified,Fully Paid,home_improvement,FL,3.36,1,INDIVIDUAL,11,722,Good-Loan
2010,Mar,5500.0,36,7.88,A,A5,"AC Square, Inc.",1,RENT,60000.0,Not Verified,Fully Paid,credit_card,CA,22.78,0,INDIVIDUAL,12,742,Good-Loan
2010,Mar,8000.0,36,7.51,A,A4,Schlumberger,1,MORTGAGE,75000.0,Not Verified,Fully Paid,debt_consolidation,AR,19.58,0,INDIVIDUAL,10,757,Good-Loan
2010,Mar,2400.0,36,10.99,B,B4,Capital One Auto Finance,4,RENT,39996.0,Verified,Fully Paid,other,TX,18.39,0,INDIVIDUAL,4,742,Good-Loan
2010,Mar,7200.0,36,13.48,C,C3,TicketNetwork,3,RENT,60000.0,Not Verified,Fully Paid,credit_card,NY,11.24,3,INDIVIDUAL,11,677,Good-Loan
2010,Mar,2000.0,36,13.11,C,C2,Officeteam,3,RENT,23040.0,Not Verified,Fully Paid,other,DC,15.0,1,INDIVIDUAL,21,702,Good-Loan
2010,Mar,10000.0,36,10.25,B,B2,SAVA Senior Care,7,RENT,53000.0,Not Verified,Fully Paid,debt_consolidation,MD,16.32,2,INDIVIDUAL,20,717,Good-Loan
2010,Mar,4000.0,36,13.85,C,C4,Lululemon Athletica,1,RENT,48000.0,Not Verified,Fully Paid,other,CA,20.1,1,INDIVIDUAL,4,682,Good-Loan
2010,Mar,3000.0,36,11.36,B,B5,Word and Brown General Agency,4,RENT,504000.0,Not Verified,Fully Paid,debt_consolidation,CA,1.48,0,INDIVIDUAL,24,697,Good-Loan
2010,Mar,1500.0,36,7.51,A,A4,ft lewis,0,RENT,45000.0,Not Verified,Charged Off,other,WA,17.12,0,INDIVIDUAL,8,727,Defaulted-Loan
2010,Mar,3200.0,36,13.48,C,C3,Wright Family Dentistry P.C. ,10,MORTGAGE,30000.0,Verified,Fully Paid,debt_consolidation,AL,12.68,0,INDIVIDUAL,10,697,Good-Loan
2010,Mar,25000.0,36,17.19,E,E3,Connecticut Kidney Center,2,RENT,74000.0,Verified,Fully Paid,debt_consolidation,CT,23.58,3,INDIVIDUAL,14,682,Good-Loan
2010,Mar,5000.0,36,14.96,D,D2,Ferguson Enterprises,10,MORTGAGE,103000.0,Verified,Fully Paid,other,CA,12.35,0,INDIVIDUAL,13,692,Good-Loan
2010,Mar,3250.0,36,10.99,B,B4,Parkview Hospital,1,OWN,12000.0,Not Verified,Fully Paid,debt_consolidation,TX,15.6,0,INDIVIDUAL,9,717,Good-Loan
2010,Mar,7000.0,36,6.76,A,A2,"Holcim US, Inc.",10,MORTGAGE,120000.0,Not Verified,Fully Paid,major_purchase,MI,9.23,0,INDIVIDUAL,24,777,Good-Loan
2010,Mar,9500.0,36,15.33,D,D3,Department of Justice,1,RENT,75000.0,Not Verified,Fully Paid,debt_consolidation,VA,21.84,1,INDIVIDUAL,7,662,Good-Loan
2010,Mar,6000.0,36,14.22,C,C5,EURO LLOYD TRAVEL,2,RENT,44000.0,Not Verified,Fully Paid,debt_consolidation,NY,21.03,0,INDIVIDUAL,7,682,Good-Loan
2010,Mar,8500.0,36,9.88,B,B1,North Broward Health District,2,RENT,24000.0,Not Verified,Fully Paid,debt_consolidation,FL,22.65,0,INDIVIDUAL,6,722,Good-Loan
2010,Mar,2500.0,36,13.48,C,C3,trader eds,5,RENT,25000.0,Not Verified,Fully Paid,debt_consolidation,MA,14.16,1,INDIVIDUAL,11,677,Good-Loan
2010,Mar,6500.0,36,6.76,A,A2,AAA Laser Service & Supplies ,6,MORTGAGE,52000.0,Not Verified,Fully Paid,debt_consolidation,MA,12.18,0,INDIVIDUAL,7,777,Good-Loan
2010,Mar,10000.0,36,15.33,D,D3,Hook,5,RENT,70000.0,Verified,Fully Paid,credit_card,NY,9.27,0,INDIVIDUAL,11,667,Good-Loan
2010,Mar,10750.0,36,7.88,A,A5,Integris Southwest Medical Center,10,MORTGAGE,60000.0,Not Verified,Fully Paid,credit_card,OK,20.96,0,INDIVIDUAL,21,737,Good-Loan
2010,Mar,6000.0,36,7.88,A,A5,Cirrus Logic,1,MORTGAGE,80000.0,Not Verified,Fully Paid,home_improvement,TX,3.57,1,INDIVIDUAL,10,727,Good-Loan
2010,Mar,4750.0,36,7.14,A,A3,Unknown,6,MORTGAGE,40000.0,Not Verified,Fully Paid,home_improvement,CA,0.0,1,INDIVIDUAL,13,802,Good-Loan
2010,Mar,12000.0,36,12.73,C,C1,Unknown,0,MORTGAGE,60000.0,Verified,Charged Off,debt_consolidation,TX,20.32,1,INDIVIDUAL,12,692,Defaulted-Loan
2010,Mar,5500.0,36,7.88,A,A5,Unknown,0,RENT,15436.8,Not Verified,Fully Paid,debt_consolidation,VA,8.01,0,INDIVIDUAL,16,732,Good-Loan
2010,Mar,5000.0,36,7.14,A,A3,F.C Kerbeck,2,MORTGAGE,54000.0,Not Verified,Fully Paid,credit_card,NJ,15.11,0,INDIVIDUAL,12,752,Good-Loan
2010,Mar,10000.0,36,7.14,A,A3,Northeastern Junior College,3,MORTGAGE,40800.0,Not Verified,Fully Paid,debt_consolidation,CO,9.33,0,INDIVIDUAL,11,772,Good-Loan
2010,Mar,9000.0,36,14.59,D,D1,Prince Georges County Public Schools,3,MORTGAGE,65993.0,Not Verified,Fully Paid,debt_consolidation,MD,20.13,0,INDIVIDUAL,10,672,Good-Loan
2010,Mar,7000.0,36,7.88,A,A5,altman group,2,RENT,42000.0,Verified,Fully Paid,debt_consolidation,NJ,17.4,2,INDIVIDUAL,8,732,Good-Loan
2010,Mar,10000.0,36,10.62,B,B3,Tillamook County,10,MORTGAGE,55000.0,Not Verified,Fully Paid,other,OR,12.98,0,INDIVIDUAL,20,722,Good-Loan
2010,Mar,12000.0,36,10.99,B,B4,Travelers Insurance ,5,MORTGAGE,56000.0,Verified,Fully Paid,debt_consolidation,PA,6.62,0,INDIVIDUAL,17,712,Good-Loan
2010,Mar,5750.0,36,11.36,B,B5,GULF CALIFORNIA BROADCAST COMPANY,4,RENT,34000.0,Not Verified,Fully Paid,debt_consolidation,CA,19.02,0,INDIVIDUAL,21,692,Good-Loan
2010,Mar,6000.0,36,10.62,B,B3,Microsoft Corporation,10,MORTGAGE,124500.0,Not Verified,Fully Paid,other,MI,22.19,0,INDIVIDUAL,20,707,Good-Loan
2010,Mar,6500.0,36,11.36,B,B5,Southeastern Freigt Lines,1,RENT,24000.0,Not Verified,Fully Paid,other,TX,1.25,2,INDIVIDUAL,6,732,Good-Loan
2010,Mar,5000.0,36,10.62,B,B3,NASA,2,RENT,47000.0,Not Verified,Fully Paid,other,FL,15.17,2,INDIVIDUAL,7,702,Good-Loan
