IssuedYear,IssuedMonth,LoanAmt,Term,IntRate,Grade,SubGrade,EmpTitle,EmpLength,HomeStatus,AnnualInc,VerificationStatus,LoanStatus,Purpose,State,DTI,NoOfInqs,AppType,CreditHistory,FICO,DefaultStatus
2012,Mar,35000.0,60,21.48,E,E4,ABB CONCISE,10,MORTGAGE,100000.0,Verified,Fully Paid,debt_consolidation,NY,18.2,0,INDIVIDUAL,22,697,Good-Loan
2012,Mar,2500.0,36,14.65,C,C2,Minute Market,5,RENT,24000.0,Not Verified,Fully Paid,major_purchase,OR,2.85,0,INDIVIDUAL,4,697,Good-Loan
2012,Mar,35000.0,36,20.99,E,E3,Precision Development,1,RENT,89000.0,Verified,Fully Paid,credit_card,CA,23.4,0,INDIVIDUAL,12,677,Good-Loan
2012,Mar,3000.0,36,13.99,C,C1,People's United Bank,3,RENT,30000.0,Not Verified,Fully Paid,debt_consolidation,VT,21.84,0,INDIVIDUAL,5,667,Good-Loan
2012,Mar,12800.0,36,13.11,B,B4,"Social & Scientific Systems, Inc.",10,RENT,119000.0,Not Verified,Fully Paid,credit_card,VA,15.51,2,INDIVIDUAL,19,702,Good-Loan
2012,Mar,3000.0,36,15.31,C,C3,Pediatric Cardiology,3,RENT,60000.0,Not Verified,Fully Paid,other,LA,18.31,1,INDIVIDUAL,8,672,Good-Loan
2012,Mar,20000.0,36,13.99,C,C1,Texas Injury Clinic,5,MORTGAGE,42000.0,Verified,Fully Paid,home_improvement,TX,10.09,7,INDIVIDUAL,17,762,Good-Loan
2012,Mar,5000.0,36,6.03,A,A1,Vulcan materials,4,MORTGAGE,56220.0,Not Verified,Fully Paid,car,WV,9.37,1,INDIVIDUAL,15,817,Good-Loan
2012,Mar,13600.0,36,19.22,D,D5,Unknown,0,OWN,38407.0,Verified,Charged Off,debt_consolidation,FL,21.93,1,INDIVIDUAL,19,667,Defaulted-Loan
2012,Mar,3600.0,36,17.27,D,D1,USMC,3,RENT,43160.0,Verified,Charged Off,other,CA,1.81,1,INDIVIDUAL,5,702,Defaulted-Loan
2012,Mar,10000.0,36,13.99,C,C1,Pepsico,10,MORTGAGE,105000.0,Verified,Fully Paid,moving,TX,9.57,0,INDIVIDUAL,14,672,Good-Loan
2012,Mar,10800.0,36,9.76,B,B1,Department of Developmental Services,4,MORTGAGE,75000.0,Verified,Fully Paid,credit_card,MA,7.74,0,INDIVIDUAL,19,717,Good-Loan
2012,Mar,10000.0,36,12.12,B,B3,Maloney,2,RENT,118000.0,Verified,Fully Paid,house,VA,11.41,0,INDIVIDUAL,6,697,Good-Loan
2012,Mar,4000.0,36,18.25,D,D3,US Tech Solutions,4,RENT,90000.0,Not Verified,Fully Paid,car,NJ,7.92,0,INDIVIDUAL,4,662,Good-Loan
2012,Mar,2500.0,36,13.11,B,B4,"TenderLand Power Company, Inc.",3,RENT,70000.0,Verified,Fully Paid,wedding,CA,16.84,1,INDIVIDUAL,32,687,Good-Loan
2012,Mar,30000.0,36,17.99,D,D2,Nina Footwear,2,RENT,300000.0,Verified,Charged Off,debt_consolidation,NY,12.5,1,INDIVIDUAL,14,712,Defaulted-Loan
2012,Mar,10000.0,36,12.12,B,B3,Hawaii National Guard,6,RENT,80000.0,Verified,Fully Paid,credit_card,HI,24.65,0,INDIVIDUAL,13,692,Good-Loan
2012,Mar,10800.0,60,13.67,B,B5,"CRA International, Inc.",1,RENT,90000.0,Verified,Current,car,IL,0.94,0,INDIVIDUAL,9,732,Good-Loan
2012,Mar,10000.0,36,13.99,C,C1,Alford Media Service,10,MORTGAGE,98000.0,Verified,Fully Paid,debt_consolidation,GA,3.58,0,INDIVIDUAL,24,672,Good-Loan
2012,Mar,21400.0,60,18.55,D,D4,"IBRC, Inc.",10,RENT,116000.0,Verified,Fully Paid,debt_consolidation,CA,13.66,0,INDIVIDUAL,23,707,Good-Loan
2012,Mar,3000.0,36,12.12,B,B3,Banyan Senior Apartments,1,MORTGAGE,28560.0,Not Verified,Fully Paid,home_improvement,FL,16.51,1,INDIVIDUAL,11,697,Good-Loan
2012,Mar,5000.0,36,9.76,B,B1,United Utilities Specialists,10,MORTGAGE,54000.0,Verified,Fully Paid,home_improvement,OK,18.69,0,INDIVIDUAL,14,702,Good-Loan
2012,Mar,3000.0,36,13.11,B,B4,Ashton Woods Homes,1,MORTGAGE,100000.0,Not Verified,Fully Paid,car,TX,16.58,2,INDIVIDUAL,14,687,Good-Loan
2012,Mar,15000.0,36,13.11,B,B4,International Hobbycraft,3,RENT,35000.0,Verified,Fully Paid,credit_card,IL,21.87,0,INDIVIDUAL,17,697,Good-Loan
2012,Mar,3600.0,36,13.67,B,B5,New West Dist,2,MORTGAGE,38400.0,Not Verified,Fully Paid,debt_consolidation,NV,5.97,2,INDIVIDUAL,31,682,Good-Loan
2012,Mar,20000.0,36,13.11,B,B4,Bank of America,10,MORTGAGE,225000.0,Verified,Fully Paid,other,FL,5.34,2,INDIVIDUAL,12,717,Good-Loan
2012,Mar,30800.0,60,21.97,E,E5,DANY,1,MORTGAGE,130000.0,Verified,Current,debt_consolidation,NY,17.86,2,INDIVIDUAL,25,687,Good-Loan
2012,Mar,14000.0,36,14.65,C,C2,Schneider Logistics,6,RENT,36000.0,Not Verified,Charged Off,debt_consolidation,MI,22.0,0,INDIVIDUAL,10,692,Defaulted-Loan
2012,Mar,2700.0,36,13.11,B,B4,CDR Associates,9,MORTGAGE,77140.0,Not Verified,Fully Paid,home_improvement,MD,17.11,0,INDIVIDUAL,11,697,Good-Loan
2012,Mar,20000.0,60,12.12,B,B3,Therapy Center of Jeff Davis Parish,10,MORTGAGE,95000.0,Verified,Fully Paid,home_improvement,LA,16.52,2,INDIVIDUAL,19,787,Good-Loan
2012,Mar,10025.0,36,9.76,B,B1,Chicago Chain & Transmission,4,RENT,44664.0,Not Verified,Fully Paid,credit_card,IL,18.54,0,INDIVIDUAL,13,712,Good-Loan
2012,Mar,20000.0,36,17.27,D,D1,PNC Bank,5,RENT,45000.0,Verified,Fully Paid,debt_consolidation,DC,17.81,0,INDIVIDUAL,7,682,Good-Loan
2012,Mar,7750.0,36,13.99,C,C1,new system laundry ,6,MORTGAGE,65000.0,Not Verified,Fully Paid,car,OR,14.14,0,INDIVIDUAL,28,677,Good-Loan
2012,Mar,21000.0,36,10.74,B,B2,Fujifilm,10,MORTGAGE,120000.0,Not Verified,Fully Paid,debt_consolidation,CA,24.45,0,INDIVIDUAL,18,722,Good-Loan
2012,Mar,13800.0,36,13.67,B,B5,Old Republic Title Agency,7,RENT,40000.0,Verified,Fully Paid,credit_card,AZ,21.33,0,INDIVIDUAL,15,697,Good-Loan
2012,Mar,18000.0,60,10.74,B,B2,Razorfish LLC,1,MORTGAGE,155000.0,Verified,Fully Paid,other,GA,2.31,0,INDIVIDUAL,14,762,Good-Loan
