IssuedYear,IssuedMonth,LoanAmt,Term,IntRate,Grade,SubGrade,EmpTitle,EmpLength,HomeStatus,AnnualInc,VerificationStatus,LoanStatus,Purpose,State,DTI,NoOfInqs,AppType,CreditHistory,FICO,DefaultStatus
2012,Dec,2000.0,36,17.27,C,C5,University of Phoenix,2,RENT,26000.0,Not Verified,Fully Paid,debt_consolidation,OR,25.62,1,INDIVIDUAL,7,677,Good-Loan
2012,Dec,7750.0,36,13.11,B,B4,city of branson,10,MORTGAGE,39500.0,Verified,Fully Paid,debt_consolidation,MO,34.24,2,INDIVIDUAL,19,712,Good-Loan
2012,Dec,4500.0,36,19.05,D,D4,henry Schein Inc,8,RENT,55000.0,Not Verified,Fully Paid,moving,NY,26.31,0,INDIVIDUAL,14,702,Good-Loan
2012,Dec,20850.0,60,17.77,D,D1,Sentara Healthcare,6,MORTGAGE,143784.0,Verified,Fully Paid,debt_consolidation,VA,24.2,0,INDIVIDUAL,15,667,Good-Loan
2012,Dec,12000.0,36,14.33,C,C1,MCSD,6,OWN,44000.0,Not Verified,Fully Paid,credit_card,FL,25.01,1,INDIVIDUAL,16,712,Good-Loan
2012,Dec,10000.0,36,19.72,D,D5,Dept.of Defense,10,RENT,84000.0,Verified,Fully Paid,wedding,CA,19.63,2,INDIVIDUAL,10,662,Good-Loan
2012,Dec,6000.0,36,16.29,C,C4,United States Postal Service,10,RENT,66500.0,Not Verified,Fully Paid,debt_consolidation,NC,5.61,0,INDIVIDUAL,12,677,Good-Loan
2012,Dec,8000.0,36,18.49,D,D2,ref-chem,10,MORTGAGE,80000.0,Verified,Fully Paid,small_business,TX,18.6,1,INDIVIDUAL,8,687,Good-Loan
2012,Dec,28000.0,36,7.62,A,A3,Placid Express,10,RENT,96200.0,Not Verified,Fully Paid,debt_consolidation,NY,16.91,0,INDIVIDUAL,8,787,Good-Loan
2012,Dec,35000.0,60,19.72,D,D5,Integrated Wind Energy,2,MORTGAGE,100000.0,Verified,Charged Off,debt_consolidation,TX,25.62,0,INDIVIDUAL,10,707,Defaulted-Loan
2012,Dec,14000.0,36,15.31,C,C2,Tarrant County Sheriff's Office,10,OWN,58000.0,Not Verified,Fully Paid,debt_consolidation,TX,22.84,1,INDIVIDUAL,12,682,Good-Loan
2012,Dec,6000.0,36,14.33,C,C1,the midnight mission,6,MORTGAGE,70000.0,Not Verified,Fully Paid,credit_card,CA,15.72,3,INDIVIDUAL,10,682,Good-Loan
2012,Dec,15000.0,36,19.05,D,D4,State Compensation Insurance Fund,7,RENT,39564.0,Not Verified,Fully Paid,debt_consolidation,CA,23.6,1,INDIVIDUAL,12,662,Good-Loan
2012,Dec,10000.0,36,15.31,C,C2,Seal Source Inc,7,MORTGAGE,40000.0,Not Verified,Fully Paid,debt_consolidation,OR,18.45,2,INDIVIDUAL,11,702,Good-Loan
2012,Dec,21250.0,60,17.77,D,D1,Orange County Government,6,MORTGAGE,48000.0,Verified,Fully Paid,debt_consolidation,NC,23.91,0,INDIVIDUAL,11,697,Good-Loan
2012,Dec,12000.0,36,12.12,B,B3,Norfolk naval shipyard,5,MORTGAGE,60000.0,Not Verified,Charged Off,debt_consolidation,VA,6.44,0,INDIVIDUAL,8,692,Defaulted-Loan
2012,Dec,4000.0,36,14.09,B,B5,Fantasy Springs Resort & Casino,8,RENT,45000.0,Not Verified,Fully Paid,debt_consolidation,CA,3.17,0,INDIVIDUAL,17,672,Good-Loan
2012,Dec,16000.0,60,23.76,F,F4,State of Maryland judiciary ,10,RENT,59000.0,Verified,Charged Off,debt_consolidation,MD,21.29,1,INDIVIDUAL,16,667,Defaulted-Loan
2012,Dec,21000.0,36,6.03,A,A1,Citigroup,3,MORTGAGE,225000.0,Verified,Fully Paid,home_improvement,FL,11.41,2,INDIVIDUAL,10,747,Good-Loan
2012,Dec,8000.0,36,15.31,C,C2,National Oilwell Varco,3,RENT,55000.0,Verified,Fully Paid,debt_consolidation,CA,22.63,1,INDIVIDUAL,18,677,Good-Loan
2012,Dec,6000.0,36,13.11,B,B4,Wafertech,7,RENT,35000.0,Not Verified,Fully Paid,debt_consolidation,WA,18.27,0,INDIVIDUAL,33,707,Good-Loan
2012,Dec,8000.0,36,11.14,B,B2,Unknown,10,RENT,130000.0,Verified,Fully Paid,debt_consolidation,NJ,11.08,1,INDIVIDUAL,31,662,Good-Loan
2012,Dec,3000.0,36,13.11,B,B4,Volvo of Fort Washington,1,RENT,70000.0,Not Verified,Fully Paid,vacation,PA,0.69,0,INDIVIDUAL,10,817,Good-Loan
2012,Dec,6325.0,36,17.77,D,D1,HMS Host,9,RENT,30000.0,Verified,Fully Paid,debt_consolidation,HI,11.4,1,INDIVIDUAL,12,667,Good-Loan
2012,Dec,11525.0,36,14.33,C,C1,viton therapy medical center inc.,1,RENT,48000.0,Not Verified,Charged Off,debt_consolidation,FL,26.43,0,INDIVIDUAL,11,682,Defaulted-Loan
2012,Dec,10000.0,36,18.49,D,D2,"NaphCare, Inc",6,RENT,35318.4,Verified,Fully Paid,debt_consolidation,AL,11.65,0,INDIVIDUAL,17,662,Good-Loan
2012,Dec,30225.0,36,15.31,C,C2,The Shaw Group,7,MORTGAGE,97500.0,Verified,Fully Paid,home_improvement,LA,5.91,0,INDIVIDUAL,9,677,Good-Loan
