IssuedYear,IssuedMonth,LoanAmt,Term,IntRate,Grade,SubGrade,EmpTitle,EmpLength,HomeStatus,AnnualInc,VerificationStatus,LoanStatus,Purpose,State,DTI,NoOfInqs,AppType,CreditHistory,FICO,DefaultStatus
2009,Dec,1000.0,36,7.4,A,A2,Apache Corp,1,MORTGAGE,107000.0,Not Verified,Fully Paid,home_improvement,TX,0.96,1,INDIVIDUAL,11,772,Good-Loan
2009,Dec,7500.0,36,7.05,A,A1,walmart,1,RENT,12720.0,Not Verified,Charged Off,car,FL,0.0,3,INDIVIDUAL,3,732,Defaulted-Loan
2009,Dec,8700.0,36,7.05,A,A1,Accenture,2,MORTGAGE,54000.0,Not Verified,Fully Paid,car,TX,2.67,0,INDIVIDUAL,13,787,Good-Loan
2009,Dec,7000.0,36,12.18,B,B4,Basilico Ristorante,4,RENT,30000.0,Not Verified,Charged Off,debt_consolidation,WA,19.36,1,INDIVIDUAL,5,702,Defaulted-Loan
2009,Dec,9000.0,36,7.05,A,A1,NetApp,9,RENT,130000.0,Not Verified,Fully Paid,car,CA,4.98,0,INDIVIDUAL,20,792,Good-Loan
2009,Dec,24100.0,36,11.83,B,B3,Unknown,10,OWN,140000.0,Not Verified,Fully Paid,major_purchase,CA,14.33,0,INDIVIDUAL,32,812,Good-Loan
2009,Dec,23500.0,36,14.96,D,D2,Unknown,10,OWN,124000.0,Not Verified,Fully Paid,car,CO,8.25,0,INDIVIDUAL,14,707,Good-Loan
2009,Dec,11500.0,36,13.22,C,C2,Harmony Independent School District,1,RENT,55600.0,Not Verified,Fully Paid,debt_consolidation,TX,20.7,3,INDIVIDUAL,6,687,Good-Loan
2009,Dec,4400.0,36,12.53,B,B5,Silky Wave ,1,OWN,21600.0,Not Verified,Fully Paid,other,NY,6.17,2,INDIVIDUAL,16,687,Good-Loan
2009,Dec,21600.0,36,11.48,B,B2,Unknown,10,OWN,138000.0,Not Verified,Fully Paid,debt_consolidation,FL,22.09,1,INDIVIDUAL,11,792,Good-Loan
2009,Dec,3000.0,36,11.83,B,B3,The Shaw Group,2,RENT,72000.0,Not Verified,Fully Paid,other,MA,11.12,0,INDIVIDUAL,22,727,Good-Loan
2009,Dec,20800.0,36,11.83,B,B3,Unknown,10,OWN,145000.0,Not Verified,Fully Paid,home_improvement,GA,23.55,1,INDIVIDUAL,10,757,Good-Loan
2009,Dec,2800.0,36,12.87,C,C1,Cricket Communications,6,MORTGAGE,100843.0,Not Verified,Fully Paid,small_business,CA,0.88,0,INDIVIDUAL,18,777,Good-Loan
2009,Dec,24000.0,36,11.83,B,B3,Unknown,10,OWN,160000.0,Not Verified,Fully Paid,debt_consolidation,NY,12.63,0,INDIVIDUAL,32,812,Good-Loan
2009,Dec,5000.0,36,16.0,D,D5,shoe carnival,10,RENT,51200.0,Not Verified,Charged Off,other,GA,8.88,0,INDIVIDUAL,7,687,Defaulted-Loan
2009,Dec,22600.0,36,14.96,D,D2,Unknown,10,OWN,130000.0,Not Verified,Fully Paid,car,NY,7.88,0,INDIVIDUAL,14,707,Good-Loan
2009,Dec,7000.0,36,12.87,C,C1,Northport VA Hospital,5,RENT,90000.0,Verified,Fully Paid,debt_consolidation,NY,24.76,1,INDIVIDUAL,23,687,Good-Loan
2009,Dec,20800.0,36,11.48,B,B2,Unknown,10,OWN,140000.0,Not Verified,Fully Paid,home_improvement,CA,21.77,1,INDIVIDUAL,11,792,Good-Loan
2009,Dec,16000.0,36,7.05,A,A1,Fidelity Investments,10,OWN,109000.0,Not Verified,Fully Paid,car,TX,5.8,2,INDIVIDUAL,19,727,Good-Loan
2009,Dec,10000.0,36,11.14,B,B1,New York State Dept of Transportation,4,MORTGAGE,67222.0,Not Verified,Fully Paid,other,NY,9.64,5,INDIVIDUAL,12,757,Good-Loan
2009,Dec,2500.0,36,11.83,B,B3,Expert Consultants Inc,5,OWN,184000.0,Not Verified,Fully Paid,home_improvement,MD,8.45,0,INDIVIDUAL,14,692,Good-Loan
2009,Dec,24500.0,36,11.83,B,B3,Unknown,10,OWN,150000.0,Not Verified,Fully Paid,house,NY,13.42,0,INDIVIDUAL,32,812,Good-Loan
2009,Dec,23600.0,36,14.96,D,D2,Unknown,10,OWN,120000.0,Not Verified,Fully Paid,car,NY,8.51,0,INDIVIDUAL,14,707,Good-Loan
2009,Dec,22800.0,36,11.83,B,B3,Unknown,10,OWN,130000.0,Not Verified,Fully Paid,home_improvement,CA,23.43,1,INDIVIDUAL,11,792,Good-Loan
2009,Dec,2500.0,36,12.53,B,B5,Sunshine Transport,1,OWN,30000.0,Not Verified,Fully Paid,major_purchase,GA,9.52,3,INDIVIDUAL,6,682,Good-Loan
2009,Dec,2500.0,36,13.57,C,C3,Newark Emergency Services for Families,2,RENT,40000.0,Not Verified,Charged Off,debt_consolidation,NJ,7.89,2,INDIVIDUAL,23,672,Defaulted-Loan
2009,Dec,21500.0,36,11.83,B,B3,Unknown,10,OWN,140000.0,Not Verified,Fully Paid,debt_consolidation,CA,24.2,1,INDIVIDUAL,10,757,Good-Loan
