IssuedYear,IssuedMonth,LoanAmt,Term,IntRate,Grade,SubGrade,EmpTitle,EmpLength,HomeStatus,AnnualInc,VerificationStatus,LoanStatus,Purpose,State,DTI,NoOfInqs,AppType,CreditHistory,FICO,DefaultStatus
2012,Sep,8325.0,36,15.31,C,C2,Dinuba unified school district,8,MORTGAGE,54000.0,Not Verified,Fully Paid,home_improvement,CA,7.82,1,INDIVIDUAL,12,682,Good-Loan
2012,Sep,14675.0,36,16.29,C,C4,PhaseOneTechnologies,4,RENT,38000.0,Not Verified,Fully Paid,debt_consolidation,CA,21.69,2,INDIVIDUAL,12,682,Good-Loan
2012,Sep,16625.0,36,14.33,C,C1,Kiewit Bridge and Marine,8,RENT,70000.0,Not Verified,Fully Paid,debt_consolidation,HI,23.93,0,INDIVIDUAL,12,682,Good-Loan
2012,Sep,14300.0,36,16.29,C,C4,sears logistics,10,MORTGAGE,37000.0,Not Verified,Charged Off,debt_consolidation,PA,21.92,2,INDIVIDUAL,11,682,Defaulted-Loan
2012,Sep,12000.0,36,14.09,B,B5,Unknown,0,MORTGAGE,34977.84,Verified,Fully Paid,debt_consolidation,OK,14.79,0,INDIVIDUAL,41,687,Good-Loan
2012,Sep,4750.0,36,13.11,B,B4,dupont,10,MORTGAGE,85300.0,Verified,Fully Paid,debt_consolidation,TX,33.98,0,INDIVIDUAL,15,672,Good-Loan
2012,Sep,24375.0,60,20.49,E,E1,Walmart pharmacy,10,MORTGAGE,126000.0,Verified,Fully Paid,debt_consolidation,NC,8.36,0,INDIVIDUAL,14,692,Good-Loan
2012,Sep,15850.0,36,14.33,C,C1,PSSJ,6,RENT,40000.0,Not Verified,Fully Paid,credit_card,AZ,29.7,0,INDIVIDUAL,11,692,Good-Loan
2012,Sep,8000.0,36,14.33,C,C1,Rowan County-Sheriff's Office,10,MORTGAGE,26750.0,Verified,Fully Paid,debt_consolidation,NC,26.47,0,INDIVIDUAL,15,672,Good-Loan
2012,Sep,9000.0,36,11.14,B,B2,Oak Mountain Academy,8,OWN,45000.0,Verified,Fully Paid,debt_consolidation,GA,31.62,0,INDIVIDUAL,28,707,Good-Loan
2012,Sep,1000.0,36,15.31,C,C2,G-Star Raw,1,RENT,25000.0,Verified,Fully Paid,debt_consolidation,CA,10.75,0,INDIVIDUAL,6,662,Good-Loan
2012,Sep,12675.0,36,15.8,C,C3,US Army,10,RENT,40000.0,Verified,Fully Paid,debt_consolidation,AK,34.6,1,INDIVIDUAL,12,687,Good-Loan
2012,Sep,15000.0,36,13.11,B,B4,Emmet Marvin & Martin LLP,6,RENT,80000.0,Not Verified,Fully Paid,credit_card,NJ,17.97,0,INDIVIDUAL,13,697,Good-Loan
2012,Sep,11000.0,36,15.31,C,C2,"Forms and Filing, Inc.",10,RENT,39500.0,Verified,Fully Paid,debt_consolidation,OR,28.8,1,INDIVIDUAL,13,682,Good-Loan
2012,Sep,33950.0,60,21.98,E,E4,UPS,7,OWN,85000.0,Verified,Charged Off,credit_card,IL,6.03,0,INDIVIDUAL,14,697,Defaulted-Loan
2012,Sep,7125.0,36,12.12,B,B3,Sunrise at Wall ,2,MORTGAGE,31200.0,Not Verified,Fully Paid,debt_consolidation,NJ,23.38,0,INDIVIDUAL,4,682,Good-Loan
2012,Sep,4375.0,36,12.12,B,B3,JC PENNEY CO.,6,MORTGAGE,16000.0,Not Verified,Fully Paid,debt_consolidation,NV,13.85,0,INDIVIDUAL,5,702,Good-Loan
2012,Sep,4000.0,36,14.33,C,C1,SMG,4,MORTGAGE,43000.0,Verified,Fully Paid,credit_card,PA,23.0,0,INDIVIDUAL,10,672,Good-Loan
2012,Sep,9000.0,36,13.11,B,B4,Taffer Computers,1,RENT,40000.0,Not Verified,Fully Paid,credit_card,NV,18.75,0,INDIVIDUAL,13,682,Good-Loan
2012,Sep,10000.0,36,17.27,C,C5,PricewaterhouseCoopers LLP,10,MORTGAGE,102000.0,Not Verified,Fully Paid,credit_card,NY,13.12,2,INDIVIDUAL,17,672,Good-Loan
2012,Sep,33950.0,60,21.0,E,E2,UPS,10,MORTGAGE,85000.0,Verified,Fully Paid,debt_consolidation,NJ,21.77,1,INDIVIDUAL,12,707,Good-Loan
2012,Sep,15000.0,36,15.31,C,C2,SunTrust Bank,6,MORTGAGE,62286.0,Verified,Fully Paid,debt_consolidation,VA,21.58,1,INDIVIDUAL,9,697,Good-Loan
2012,Sep,3000.0,36,14.09,B,B5,Humboldt pest,4,RENT,43000.0,Not Verified,Fully Paid,debt_consolidation,CA,26.09,1,INDIVIDUAL,8,677,Good-Loan
2012,Sep,20000.0,36,14.33,C,C1,U.S. Army,10,RENT,78360.0,Verified,Fully Paid,debt_consolidation,VA,21.94,0,INDIVIDUAL,11,692,Good-Loan
2012,Sep,10625.0,36,13.11,B,B4,EMC,7,RENT,32000.0,Not Verified,Fully Paid,debt_consolidation,CA,8.75,0,INDIVIDUAL,6,687,Good-Loan
2012,Sep,35000.0,36,21.0,E,E2,U.S.Army,10,MORTGAGE,92424.0,Verified,Charged Off,debt_consolidation,LA,11.05,0,INDIVIDUAL,14,672,Defaulted-Loan
2012,Sep,4000.0,36,12.12,B,B3,Starbucks,5,RENT,20000.0,Not Verified,Fully Paid,debt_consolidation,CA,8.16,3,INDIVIDUAL,10,707,Good-Loan
2012,Sep,14975.0,36,13.11,B,B4,Charter School,7,RENT,61500.0,Not Verified,Fully Paid,credit_card,NY,8.51,0,INDIVIDUAL,11,687,Good-Loan
2012,Sep,4000.0,36,11.14,B,B2,The Home Depot,2,RENT,18000.0,Not Verified,Fully Paid,credit_card,MD,7.27,0,INDIVIDUAL,4,712,Good-Loan
