IssuedYear,IssuedMonth,LoanAmt,Term,IntRate,Grade,SubGrade,EmpTitle,EmpLength,HomeStatus,AnnualInc,VerificationStatus,LoanStatus,Purpose,State,DTI,NoOfInqs,AppType,CreditHistory,FICO,DefaultStatus
2008,Jun,5000.0,36,10.08,B,B3,Southwest Consulting LLC,6,OWN,48000.0,Not Verified,Fully Paid,credit_card,OK,3.33,0,INDIVIDUAL,16,702,Good-Loan
2008,Jun,7500.0,36,12.29,C,C5,Sapphire Technologies,1,MORTGAGE,131000.0,Not Verified,Fully Paid,home_improvement,CA,3.18,0,INDIVIDUAL,10,672,Good-Loan
2008,Jun,7500.0,36,8.0,A,A3,"Calltower, Inc.",2,MORTGAGE,48000.0,Verified,Fully Paid,home_improvement,UT,4.28,0,INDIVIDUAL,22,812,Good-Loan
2008,Jun,7500.0,36,11.66,C,C3,"Grubb Properties, Inc",3,RENT,61000.0,Not Verified,Fully Paid,other,NC,17.59,2,INDIVIDUAL,8,687,Good-Loan
2008,Jun,1000.0,36,7.37,A,A1,2020 EyeCare,1,RENT,34000.0,Not Verified,Fully Paid,moving,CO,0.35,1,INDIVIDUAL,20,807,Good-Loan
2008,Jun,7500.0,36,12.61,D,D1,Kaiser Permanente,1,RENT,42000.0,Not Verified,Fully Paid,debt_consolidation,CA,5.71,1,INDIVIDUAL,4,667,Good-Loan
2008,Jun,5900.0,36,10.71,B,B5,PROGRESSIVE INSURANCE CORPORATION,1,RENT,36800.0,Not Verified,Fully Paid,debt_consolidation,OH,16.24,0,INDIVIDUAL,14,697,Good-Loan
2008,Jun,2100.0,36,12.29,C,C5,US Bankruptcy Court,10,MORTGAGE,57043.0,Not Verified,Charged Off,home_improvement,MN,19.92,1,INDIVIDUAL,25,667,Defaulted-Loan
2008,Jun,5750.0,36,9.45,B,B1,"SRA International, Inc.",1,RENT,95800.0,Not Verified,Fully Paid,credit_card,VA,14.56,1,INDIVIDUAL,15,732,Good-Loan
2008,Jun,2500.0,36,10.08,B,B3,Boston College,10,RENT,65004.0,Not Verified,Fully Paid,car,MA,1.55,1,INDIVIDUAL,12,697,Good-Loan
2008,Jun,7500.0,36,11.97,C,C4,NRNW Fire,10,RENT,68844.0,Not Verified,Charged Off,debt_consolidation,WA,21.63,2,INDIVIDUAL,14,692,Defaulted-Loan
2008,Jun,4550.0,36,11.03,C,C1,comcast,7,MORTGAGE,53000.0,Not Verified,Fully Paid,credit_card,TN,10.82,2,INDIVIDUAL,6,687,Good-Loan
2008,Jun,6300.0,36,12.29,C,C5,Integra,1,MORTGAGE,44004.0,Not Verified,Fully Paid,other,PA,0.95,2,INDIVIDUAL,8,667,Good-Loan
2008,Jun,7500.0,36,10.71,B,B5,Chase Paymentech,5,MORTGAGE,90000.0,Not Verified,Fully Paid,credit_card,TX,13.57,1,INDIVIDUAL,14,702,Good-Loan
2008,Jun,4800.0,36,9.76,B,B2,"Coca-Cola, Ent.",6,OTHER,35000.0,Not Verified,Fully Paid,home_improvement,MI,16.77,1,INDIVIDUAL,8,717,Good-Loan
2008,Jun,7500.0,36,10.39,B,B4,Rothschild  and  Associates PLLC,2,RENT,42000.0,Verified,Charged Off,debt_consolidation,TN,3.26,1,INDIVIDUAL,4,702,Defaulted-Loan
2008,Jun,5000.0,36,12.29,C,C5,CMC Capitol City Steel,10,MORTGAGE,42000.0,Verified,Charged Off,car,TX,21.66,1,INDIVIDUAL,8,682,Defaulted-Loan
2008,Jun,6000.0,36,11.03,C,C1,Palumbos,4,RENT,33276.0,Not Verified,Fully Paid,other,NJ,8.4,0,INDIVIDUAL,9,687,Good-Loan
2008,Jun,7500.0,36,13.24,D,D3,Acquity,3,MORTGAGE,138000.0,Not Verified,Fully Paid,debt_consolidation,KS,9.16,2,INDIVIDUAL,12,662,Good-Loan
2008,Jun,5500.0,36,11.03,C,C1,Walgreens,10,RENT,53000.0,Not Verified,Fully Paid,debt_consolidation,NJ,3.83,0,INDIVIDUAL,11,682,Good-Loan
2008,Jun,7500.0,36,10.39,B,B4,NextLevel Sports,1,MORTGAGE,50000.0,Not Verified,Fully Paid,other,OK,6.86,1,INDIVIDUAL,9,702,Good-Loan
2008,Jun,4000.0,36,9.45,B,B1,Kerman Unified School District,2,RENT,20000.0,Not Verified,Fully Paid,credit_card,CA,5.16,0,INDIVIDUAL,9,722,Good-Loan
