IssuedYear,IssuedMonth,LoanAmt,Term,IntRate,Grade,SubGrade,EmpTitle,EmpLength,HomeStatus,AnnualInc,VerificationStatus,LoanStatus,Purpose,State,DTI,NoOfInqs,AppType,CreditHistory,FICO,DefaultStatus
2011,Mar,10000.0,36,15.28,D,D3,Cushman  and  Wakefield  Inc.,2,MORTGAGE,95004.0,Verified,Fully Paid,debt_consolidation,NJ,5.43,0,INDIVIDUAL,9,672,Good-Loan
2011,Mar,9000.0,36,13.43,C,C3,Township of North Bergen ,4,OWN,81000.0,Verified,Fully Paid,major_purchase,NJ,19.45,1,INDIVIDUAL,10,692,Good-Loan
2011,Mar,1500.0,36,12.68,C,C1,Upham oil and gas,10,MORTGAGE,80000.0,Not Verified,Charged Off,home_improvement,TX,8.56,1,INDIVIDUAL,18,677,Defaulted-Loan
2011,Mar,2500.0,36,9.63,B,B1,American Security Associates,2,OWN,20004.0,Verified,Charged Off,other,FL,9.96,0,INDIVIDUAL,5,697,Defaulted-Loan
2011,Mar,6500.0,36,13.43,C,C3,security finance,9,OWN,35000.0,Verified,Fully Paid,debt_consolidation,TX,10.59,2,INDIVIDUAL,15,677,Good-Loan
2011,Mar,2150.0,36,10.37,B,B3,SAVENERGY Inc,1,RENT,20000.0,Verified,Fully Paid,debt_consolidation,NY,18.36,0,INDIVIDUAL,5,682,Good-Loan
2011,Mar,2800.0,36,14.17,C,C5,Nautilus Healthcare Management Group,5,RENT,50000.0,Not Verified,Charged Off,home_improvement,CA,13.97,2,INDIVIDUAL,29,667,Defaulted-Loan
2011,Mar,10000.0,60,15.28,D,D3,toyota,10,MORTGAGE,60000.0,Verified,Charged Off,major_purchase,KY,8.38,1,INDIVIDUAL,16,692,Defaulted-Loan
2011,Mar,5000.0,36,9.63,B,B1,Millipore,2,RENT,31100.0,Verified,Fully Paid,debt_consolidation,MA,24.15,0,INDIVIDUAL,5,707,Good-Loan
2011,Mar,5600.0,36,9.63,B,B1,Bank of New York Mellon,4,RENT,54000.0,Verified,Fully Paid,credit_card,PA,6.84,0,INDIVIDUAL,14,702,Good-Loan
2011,Mar,8000.0,60,17.14,E,E3,SELECTFORCE INC.,9,RENT,40300.0,Verified,Charged Off,debt_consolidation,OK,16.94,1,INDIVIDUAL,8,667,Defaulted-Loan
2011,Mar,7000.0,36,11.11,B,B5,lowes,7,MORTGAGE,60000.0,Verified,Fully Paid,car,FL,2.6,0,INDIVIDUAL,11,677,Good-Loan
2011,Mar,10000.0,60,14.91,D,D2,US NAVY,2,RENT,41056.0,Verified,Fully Paid,major_purchase,PA,13.71,2,INDIVIDUAL,5,707,Good-Loan
2011,Mar,3075.0,36,10.37,B,B3,wells fargo bank ,2,RENT,12000.0,Not Verified,Fully Paid,debt_consolidation,TX,17.7,0,INDIVIDUAL,5,692,Good-Loan
2011,Mar,5400.0,36,14.54,D,D1,McGladrey,3,RENT,63000.0,Verified,Fully Paid,credit_card,IL,19.28,1,INDIVIDUAL,5,672,Good-Loan
2011,Mar,4500.0,36,11.11,B,B5,United States Air Force,2,RENT,37000.0,Verified,Fully Paid,debt_consolidation,AR,13.62,0,INDIVIDUAL,4,687,Good-Loan
2011,Mar,10000.0,36,12.68,C,C1,wb seo,1,RENT,30000.0,Not Verified,Fully Paid,debt_consolidation,IL,13.96,1,INDIVIDUAL,6,692,Good-Loan
2011,Mar,3000.0,36,13.06,C,C2,Abboud's McDonald's,5,RENT,19000.0,Verified,Fully Paid,debt_consolidation,WA,3.54,0,INDIVIDUAL,5,687,Good-Loan
2011,Mar,7000.0,36,9.63,B,B1,VRMA,3,RENT,50000.0,Not Verified,Fully Paid,debt_consolidation,CA,21.96,1,INDIVIDUAL,19,717,Good-Loan
2011,Mar,5600.0,60,7.29,A,A4,elvins mechanical,3,MORTGAGE,54000.0,Verified,Fully Paid,car,MO,13.53,0,INDIVIDUAL,15,797,Good-Loan
2011,Mar,14000.0,60,13.06,C,C2,Tyco Intl,1,RENT,61000.0,Not Verified,Fully Paid,other,NJ,16.54,0,INDIVIDUAL,29,712,Good-Loan
2011,Mar,4200.0,36,14.17,C,C5,Aon Risk Solutions,8,MORTGAGE,72061.0,Verified,Fully Paid,medical,MI,22.71,1,INDIVIDUAL,36,667,Good-Loan
