IssuedYear,IssuedMonth,LoanAmt,Term,IntRate,Grade,SubGrade,EmpTitle,EmpLength,HomeStatus,AnnualInc,VerificationStatus,LoanStatus,Purpose,State,DTI,NoOfInqs,AppType,CreditHistory,FICO,DefaultStatus
2011,Jun,1000.0,36,10.99,B,B3,Unknown,0,MORTGAGE,26400.0,Not Verified,Charged Off,small_business,MA,12.95,0,INDIVIDUAL,15,712,Defaulted-Loan
2011,Jun,2000.0,36,11.99,B,B5,Department of the Army,8,RENT,49029.0,Verified,Fully Paid,wedding,KS,9.67,0,INDIVIDUAL,14,677,Good-Loan
2011,Jun,2400.0,60,17.99,E,E1,Allosource,3,MORTGAGE,38532.0,Not Verified,Fully Paid,other,CO,14.11,1,INDIVIDUAL,11,662,Good-Loan
2011,Jun,4000.0,36,5.99,A,A2,Hunter Laboratories,3,OWN,18000.0,Not Verified,Fully Paid,other,CA,5.73,0,INDIVIDUAL,19,782,Good-Loan
2011,Jun,1000.0,36,14.79,C,C4,GCSD: PES,4,RENT,33000.0,Verified,Fully Paid,vacation,SC,23.75,1,INDIVIDUAL,7,672,Good-Loan
2011,Jun,5750.0,36,12.99,C,C1,OpSource Inc,3,RENT,85000.0,Verified,Fully Paid,debt_consolidation,CA,8.95,1,INDIVIDUAL,10,682,Good-Loan
2011,Jun,2500.0,36,8.49,A,A5,butler lexus,5,MORTGAGE,110004.0,Verified,Charged Off,other,GA,12.19,0,INDIVIDUAL,15,717,Defaulted-Loan
2011,Jun,1000.0,36,10.59,B,B2,Callaway Golf,10,RENT,36000.0,Not Verified,Charged Off,medical,CA,10.5,0,INDIVIDUAL,5,687,Defaulted-Loan
2011,Jun,3000.0,36,10.59,B,B2,US Army,9,MORTGAGE,88200.0,Verified,Fully Paid,home_improvement,CO,20.37,2,INDIVIDUAL,12,702,Good-Loan
2011,Jun,4200.0,36,13.49,C,C2,Asian American Donor Program,1,RENT,43000.0,Not Verified,Fully Paid,debt_consolidation,CA,24.89,0,INDIVIDUAL,6,692,Good-Loan
