IssuedYear,IssuedMonth,LoanAmt,Term,IntRate,Grade,SubGrade,EmpTitle,EmpLength,HomeStatus,AnnualInc,VerificationStatus,LoanStatus,Purpose,State,DTI,NoOfInqs,AppType,CreditHistory,FICO,DefaultStatus
2009,Sep,7000.0,36,7.4,A,A2,Massage Envy,1,RENT,46000.0,Not Verified,Fully Paid,other,CA,23.87,2,INDIVIDUAL,8,772,Good-Loan
2009,Sep,4500.0,36,12.53,B,B5,TOWN FAIR TIRE INC,10,RENT,60000.0,Not Verified,Charged Off,debt_consolidation,CT,1.12,0,INDIVIDUAL,20,687,Defaulted-Loan
2009,Sep,3000.0,36,8.94,A,A5,Floyd County Board of Education,7,MORTGAGE,54000.0,Not Verified,Fully Paid,home_improvement,GA,7.44,1,INDIVIDUAL,12,717,Good-Loan
2009,Sep,9500.0,36,12.53,B,B5,"Phams Car Care Center, Inc.",9,MORTGAGE,60000.0,Not Verified,Fully Paid,credit_card,VA,5.42,0,INDIVIDUAL,6,702,Good-Loan
2009,Sep,4500.0,36,14.26,C,C5,Department of Homeland Security (DHS),4,RENT,40000.0,Verified,Fully Paid,debt_consolidation,IL,2.34,1,INDIVIDUAL,4,687,Good-Loan
2009,Sep,2800.0,36,15.31,D,D3,Jimmy John's,1,RENT,15000.0,Not Verified,Fully Paid,car,MN,6.8,1,INDIVIDUAL,3,667,Good-Loan
2009,Sep,1600.0,36,14.96,D,D2,Equity Analysis & Strategy,1,RENT,60000.0,Not Verified,Fully Paid,debt_consolidation,NY,6.42,2,INDIVIDUAL,5,692,Good-Loan
2009,Sep,15000.0,36,12.18,B,B4,Unknown,1,MORTGAGE,81000.0,Not Verified,Fully Paid,home_improvement,CT,13.1,1,INDIVIDUAL,12,767,Good-Loan
2009,Sep,4000.0,36,11.48,B,B2,Wharton County Electric Cooperative,2,MORTGAGE,46000.0,Verified,Fully Paid,debt_consolidation,TX,22.93,0,INDIVIDUAL,10,717,Good-Loan
2009,Sep,10000.0,36,12.18,B,B4,3M,9,MORTGAGE,72000.0,Verified,Fully Paid,credit_card,WI,13.82,3,INDIVIDUAL,15,712,Good-Loan
2009,Sep,9000.0,36,7.74,A,A3,CPSI,7,RENT,55000.0,Not Verified,Fully Paid,debt_consolidation,AL,9.93,1,INDIVIDUAL,17,777,Good-Loan
2009,Sep,8500.0,36,12.53,B,B5,Freddie Mac,2,RENT,60996.0,Not Verified,Fully Paid,debt_consolidation,VA,16.11,1,INDIVIDUAL,7,697,Good-Loan
2009,Sep,8000.0,36,11.14,B,B1,Retired From Hoosier Energy,10,MORTGAGE,52000.0,Not Verified,Fully Paid,debt_consolidation,IL,19.06,5,INDIVIDUAL,29,762,Good-Loan
2009,Sep,13000.0,36,8.59,A,A4,Digital Arts and Technology Academy,4,MORTGAGE,46800.0,Not Verified,Fully Paid,debt_consolidation,NM,2.87,0,INDIVIDUAL,18,782,Good-Loan
2009,Sep,16000.0,36,8.94,A,A5,USAF,6,RENT,75996.0,Verified,Fully Paid,credit_card,NY,6.79,1,INDIVIDUAL,13,772,Good-Loan
2009,Sep,2800.0,36,13.57,C,C3,US Air Force,10,MORTGAGE,66120.0,Not Verified,Fully Paid,debt_consolidation,KS,11.16,1,INDIVIDUAL,15,672,Good-Loan
2009,Sep,1800.0,36,7.74,A,A3,rons food farm,10,MORTGAGE,27204.0,Not Verified,Fully Paid,other,WY,1.46,4,INDIVIDUAL,15,787,Good-Loan
2009,Sep,5950.0,36,7.74,A,A3,Indus Corporation,1,MORTGAGE,45000.0,Not Verified,Fully Paid,car,MD,11.39,1,INDIVIDUAL,12,792,Good-Loan
2009,Sep,4000.0,36,7.74,A,A3,KIMLEY-HORN AND ASSOCIATES  INC.,5,RENT,69360.0,Not Verified,Fully Paid,major_purchase,CA,10.83,0,INDIVIDUAL,9,762,Good-Loan
2009,Sep,18550.0,36,11.83,B,B3,The Stop & Shop Supermarket Co. LLC,4,RENT,43000.0,Not Verified,Fully Paid,debt_consolidation,MA,5.86,2,INDIVIDUAL,13,732,Good-Loan
2009,Sep,10000.0,36,14.96,D,D2,Network Equipment Technologies,10,RENT,165000.0,Verified,Fully Paid,debt_consolidation,CA,10.33,0,INDIVIDUAL,13,722,Good-Loan
2009,Sep,17000.0,36,11.14,B,B1,"One Limousine Group LLC, Oopsie Daisy Floral",7,MORTGAGE,76000.0,Not Verified,Charged Off,debt_consolidation,AZ,6.65,1,INDIVIDUAL,19,762,Defaulted-Loan
2009,Sep,13000.0,36,11.14,B,B1,Ace USA Inc.,2,MORTGAGE,59000.0,Not Verified,Fully Paid,debt_consolidation,NJ,18.63,0,INDIVIDUAL,15,742,Good-Loan
2009,Sep,12000.0,36,8.59,A,A4,Disys Corporation,1,MORTGAGE,130000.0,Not Verified,Fully Paid,home_improvement,IL,6.61,3,INDIVIDUAL,16,772,Good-Loan
2009,Sep,10000.0,36,8.94,A,A5,PPL Corporation,4,MORTGAGE,75000.0,Not Verified,Fully Paid,debt_consolidation,PA,12.64,1,INDIVIDUAL,14,737,Good-Loan
2009,Sep,8000.0,36,12.53,B,B5,MERRILL LYNCH,3,MORTGAGE,48000.0,Not Verified,Fully Paid,home_improvement,FL,4.97,7,INDIVIDUAL,12,772,Good-Loan
2009,Sep,7000.0,36,12.87,C,C1,GNYDM,5,OWN,65004.0,Verified,Fully Paid,debt_consolidation,NJ,9.12,0,INDIVIDUAL,6,687,Good-Loan
2009,Sep,5000.0,36,7.74,A,A3,Southern California Edison,1,RENT,78300.0,Not Verified,Fully Paid,debt_consolidation,CA,9.27,1,INDIVIDUAL,8,747,Good-Loan
2009,Sep,8000.0,36,15.31,D,D3,Progressive Insurance,3,MORTGAGE,51000.0,Not Verified,Fully Paid,wedding,NJ,16.52,3,INDIVIDUAL,7,662,Good-Loan
2009,Sep,6000.0,36,11.14,B,B1,Fedex Trade Networks,6,MORTGAGE,140300.0,Not Verified,Fully Paid,credit_card,NY,17.3,2,INDIVIDUAL,14,717,Good-Loan
2009,Sep,6000.0,36,17.04,E,E3,USMC,1,RENT,28800.0,Not Verified,Fully Paid,other,CA,12.42,1,INDIVIDUAL,6,662,Good-Loan
2009,Sep,17500.0,36,11.48,B,B2,Dow Chemical,4,MORTGAGE,66000.0,Not Verified,Fully Paid,debt_consolidation,MI,11.71,1,INDIVIDUAL,10,737,Good-Loan
2009,Sep,8000.0,36,13.92,C,C4,Delta Systems Inc,2,RENT,74000.0,Not Verified,Fully Paid,debt_consolidation,OH,4.2,1,INDIVIDUAL,14,677,Good-Loan
2009,Sep,17000.0,36,11.48,B,B2,Woodside Priory School,10,RENT,96000.0,Verified,Fully Paid,debt_consolidation,CA,23.18,0,INDIVIDUAL,14,742,Good-Loan
2009,Sep,8200.0,36,17.04,E,E3,Vernal City Police Department,4,MORTGAGE,72000.0,Not Verified,Fully Paid,debt_consolidation,UT,15.87,2,INDIVIDUAL,23,682,Good-Loan
2009,Sep,4750.0,36,13.57,C,C3,Keller Williams Realty,1,MORTGAGE,25000.0,Not Verified,Fully Paid,small_business,WA,5.09,0,INDIVIDUAL,13,787,Good-Loan
2009,Sep,4500.0,36,12.87,C,C1,Corrections Corporation of America,8,OTHER,140004.0,Not Verified,Fully Paid,medical,GA,18.99,0,INDIVIDUAL,11,682,Good-Loan
2009,Sep,6000.0,36,8.94,A,A5,Baltimore Gas & Electric,10,MORTGAGE,60000.0,Not Verified,Fully Paid,other,MD,1.16,0,INDIVIDUAL,14,732,Good-Loan
2009,Sep,8600.0,36,8.59,A,A4,UCSF,1,RENT,95000.0,Verified,Fully Paid,credit_card,CA,16.16,2,INDIVIDUAL,11,752,Good-Loan
2009,Sep,5000.0,36,18.43,F,F2,24 Hour Fitness,1,RENT,20000.0,Not Verified,Fully Paid,small_business,TX,10.32,1,INDIVIDUAL,4,697,Good-Loan
