IssuedYear,IssuedMonth,LoanAmt,Term,IntRate,Grade,SubGrade,EmpTitle,EmpLength,HomeStatus,AnnualInc,VerificationStatus,LoanStatus,Purpose,State,DTI,NoOfInqs,AppType,CreditHistory,FICO,DefaultStatus
2009,Jun,3000.0,36,10.95,B,B1,Northwestern Memorial Hospital,6,RENT,33000.0,Not Verified,Fully Paid,debt_consolidation,IL,7.42,3,INDIVIDUAL,15,712,Good-Loan
2009,Jun,9600.0,36,8.0,A,A3,US Govt,10,RENT,120000.0,Verified,Fully Paid,major_purchase,WY,5.93,1,INDIVIDUAL,16,777,Good-Loan
2009,Jun,12250.0,36,15.05,D,D4,"Alton & Bird, LLP",8,MORTGAGE,89000.0,Verified,Fully Paid,debt_consolidation,GA,23.8,1,INDIVIDUAL,15,662,Good-Loan
2009,Jun,10000.0,36,8.0,A,A3,Virginia Farm Bureau,10,MORTGAGE,43000.0,Verified,Fully Paid,debt_consolidation,VA,12.56,1,INDIVIDUAL,21,782,Good-Loan
2009,Jun,6000.0,36,8.0,A,A3,Nokia Siemens Networks,1,MORTGAGE,93600.0,Verified,Fully Paid,credit_card,GA,13.27,0,INDIVIDUAL,6,752,Good-Loan
2009,Jun,9000.0,36,11.26,B,B2,SYNNEX,10,MORTGAGE,220836.0,Not Verified,Fully Paid,debt_consolidation,SC,9.11,0,INDIVIDUAL,13,712,Good-Loan
2009,Jun,2000.0,36,11.89,B,B4,Franchise Tax Board,2,RENT,12000.0,Verified,Fully Paid,other,CA,5.7,1,INDIVIDUAL,8,707,Good-Loan
2009,Jun,10000.0,36,14.42,D,D2,"Freeman, D'Aiuto, Pierce, Gurev",7,MORTGAGE,60000.0,Verified,Fully Paid,debt_consolidation,CA,8.0,3,INDIVIDUAL,8,677,Good-Loan
2009,Jun,4000.0,36,9.32,A,A4,Wachovia.Bank,5,MORTGAGE,41004.0,Not Verified,Fully Paid,debt_consolidation,AL,12.99,2,INDIVIDUAL,6,747,Good-Loan
2009,Jun,2500.0,36,18.21,F,F4,Citi Private Bank,1,RENT,55000.0,Not Verified,Fully Paid,small_business,NY,12.07,0,INDIVIDUAL,7,667,Good-Loan
2009,Jun,8000.0,36,11.58,B,B3,Citigroup Inc.,9,RENT,104000.0,Not Verified,Fully Paid,wedding,TX,18.25,1,INDIVIDUAL,14,707,Good-Loan
2009,Jun,7400.0,36,16.32,E,E3,New York Life Insurance,1,RENT,48000.0,Not Verified,Fully Paid,debt_consolidation,WA,3.85,0,INDIVIDUAL,3,662,Good-Loan
2009,Jun,12000.0,36,9.63,A,A5,"Mid-Atlantic Health Care, LLC",2,MORTGAGE,54499.0,Not Verified,Fully Paid,home_improvement,MD,7.46,0,INDIVIDUAL,14,752,Good-Loan
2009,Jun,12000.0,36,9.32,A,A4,Language Door,1,RENT,30000.0,Not Verified,Fully Paid,educational,CA,13.88,0,INDIVIDUAL,9,777,Good-Loan
2009,Jun,10000.0,36,9.32,A,A4,Strawberry Limo,3,RENT,53004.0,Not Verified,Fully Paid,home_improvement,CA,9.26,1,INDIVIDUAL,6,762,Good-Loan
2009,Jun,8000.0,36,12.21,B,B5,"Richard Goettle, Inc.",1,MORTGAGE,87000.0,Verified,Fully Paid,major_purchase,OH,0.07,0,INDIVIDUAL,14,722,Good-Loan
2009,Jun,10000.0,36,9.63,A,A5,St. Thomas More Parish School,9,OWN,43200.0,Not Verified,Fully Paid,home_improvement,CO,8.94,0,INDIVIDUAL,22,742,Good-Loan
2009,Jun,3000.0,36,12.21,B,B5,"Curtis-Rosenthal, Inc.",10,RENT,125000.0,Verified,Fully Paid,other,CA,10.29,0,INDIVIDUAL,8,697,Good-Loan
2009,Jun,5000.0,36,9.63,A,A5,GBA,2,MORTGAGE,52700.0,Verified,Fully Paid,car,KS,21.81,1,INDIVIDUAL,7,727,Good-Loan
2009,Jun,5000.0,36,19.16,G,G2,"Simple Home Buyer, Inc",3,MORTGAGE,52000.0,Verified,Charged Off,small_business,GA,22.59,0,INDIVIDUAL,9,662,Defaulted-Loan
2009,Jun,1000.0,36,14.11,D,D1,J&S Masonry,10,MORTGAGE,69743.0,Not Verified,Fully Paid,debt_consolidation,WA,3.63,2,INDIVIDUAL,11,672,Good-Loan
2009,Jun,1000.0,36,9.63,A,A5,Self Employed,2,RENT,30000.0,Not Verified,Fully Paid,small_business,VT,2.64,1,INDIVIDUAL,5,717,Good-Loan
2009,Jun,9600.0,36,19.16,G,G2,St. John of the Cross,7,RENT,34800.0,Verified,Fully Paid,small_business,CA,5.93,1,INDIVIDUAL,16,667,Good-Loan
2009,Jun,20000.0,36,11.58,B,B3,"Law Firm with offices NY, LA, DC and overseas",10,MORTGAGE,300000.0,Verified,Fully Paid,car,CA,6.93,1,INDIVIDUAL,29,762,Good-Loan
2009,Jun,12000.0,36,11.89,B,B4,Hartford Fire Insurance,3,RENT,64404.0,Verified,Fully Paid,house,CA,0.41,1,INDIVIDUAL,9,742,Good-Loan
2009,Jun,16000.0,36,13.47,C,C4,ViTrax,10,RENT,65000.0,Verified,Fully Paid,debt_consolidation,CA,12.0,0,INDIVIDUAL,18,707,Good-Loan
2009,Jun,12000.0,36,18.84,G,G1,Visual Statements Photography,8,MORTGAGE,50000.0,Verified,Fully Paid,small_business,GA,12.6,2,INDIVIDUAL,10,712,Good-Loan
2009,Jun,19400.0,36,11.89,B,B4,WellPoint  Inc,1,MORTGAGE,105996.0,Verified,Fully Paid,debt_consolidation,NM,15.44,0,INDIVIDUAL,21,727,Good-Loan
2009,Jun,13000.0,36,9.63,A,A5,Unknown,4,MORTGAGE,61300.0,Verified,Fully Paid,debt_consolidation,TX,8.03,2,INDIVIDUAL,13,747,Good-Loan
2009,Jun,2800.0,36,14.42,D,D2,Oxic Networks,4,OWN,54000.0,Not Verified,Fully Paid,debt_consolidation,IL,7.47,2,INDIVIDUAL,4,667,Good-Loan
2009,Jun,4550.0,36,12.84,C,C2,Paul Bell,9,RENT,29976.0,Not Verified,Fully Paid,debt_consolidation,CA,21.18,3,INDIVIDUAL,11,682,Good-Loan
2009,Jun,1600.0,36,11.89,B,B4,U.S. Bancorp,2,RENT,82000.0,Not Verified,Fully Paid,debt_consolidation,MO,18.13,1,INDIVIDUAL,15,702,Good-Loan
2009,Jun,4000.0,36,16.32,E,E3,Sprint Nextel Corp.,8,MORTGAGE,97000.0,Verified,Fully Paid,debt_consolidation,KS,20.89,0,INDIVIDUAL,16,667,Good-Loan
2009,Jun,5600.0,36,10.95,B,B1,Jones Brothers Grading,3,RENT,30000.0,Verified,Charged Off,educational,SC,10.56,3,INDIVIDUAL,9,722,Defaulted-Loan
2009,Jun,7000.0,36,9.32,A,A4,Palm Springs Unified School District,4,RENT,37200.0,Verified,Fully Paid,wedding,CA,20.06,0,INDIVIDUAL,16,747,Good-Loan
2009,Jun,6250.0,36,13.47,C,C4,Morehart Mortuary,6,OWN,29004.0,Verified,Fully Paid,debt_consolidation,TX,23.54,1,INDIVIDUAL,8,687,Good-Loan
2009,Jun,10000.0,36,12.53,C,C1,Cleveland Clinic,1,MORTGAGE,49920.0,Verified,Fully Paid,other,OH,3.37,0,INDIVIDUAL,7,717,Good-Loan
2009,Jun,6000.0,36,12.53,C,C1,Fiserv Inc.,10,MORTGAGE,62100.0,Verified,Fully Paid,home_improvement,CT,10.18,2,INDIVIDUAL,19,682,Good-Loan
2009,Jun,3200.0,36,9.32,A,A4,Goodman Manufacturing,1,RENT,16000.0,Not Verified,Fully Paid,car,OH,0.0,0,INDIVIDUAL,6,737,Good-Loan
2009,Jun,4200.0,36,8.0,A,A3,"Wolfgang Associates, Inc.",3,RENT,32000.0,Verified,Fully Paid,debt_consolidation,OR,17.48,0,INDIVIDUAL,23,767,Good-Loan
2009,Jun,7000.0,36,7.68,A,A2,PNC Global Investment Servicing,10,MORTGAGE,84700.0,Verified,Charged Off,home_improvement,MD,23.21,2,INDIVIDUAL,23,777,Defaulted-Loan
2009,Jun,12000.0,36,9.32,A,A4,Jennifer Convertibles,4,MORTGAGE,35400.0,Not Verified,Charged Off,credit_card,NJ,2.34,0,INDIVIDUAL,22,797,Defaulted-Loan
2009,Jun,12000.0,36,11.89,B,B4,ARC International,1,MORTGAGE,150000.0,Verified,Fully Paid,home_improvement,WA,17.84,2,INDIVIDUAL,16,707,Good-Loan
2009,Jun,10000.0,36,14.11,D,D1,LAKESIDE SYSTEM INC,4,RENT,30000.0,Not Verified,Fully Paid,debt_consolidation,CA,13.96,3,INDIVIDUAL,13,672,Good-Loan
2009,Jun,12000.0,36,11.26,B,B2,Cougar Energy Drink,1,RENT,75000.0,Verified,Charged Off,small_business,TX,13.01,0,INDIVIDUAL,8,722,Defaulted-Loan
2009,Jun,9250.0,36,9.63,A,A5,Home Depot,1,MORTGAGE,45896.0,Verified,Charged Off,home_improvement,NJ,0.0,2,INDIVIDUAL,20,807,Defaulted-Loan
2009,Jun,7800.0,36,10.95,B,B1,FLACS,1,RENT,33000.0,Not Verified,Charged Off,debt_consolidation,FL,20.29,0,INDIVIDUAL,26,742,Defaulted-Loan
2009,Jun,3200.0,36,9.63,A,A5,"DCS, Inc",7,MORTGAGE,36500.0,Not Verified,Fully Paid,car,OR,0.33,1,INDIVIDUAL,12,732,Good-Loan
2009,Jun,2000.0,36,16.0,E,E2,Portland State Uniersity Distance Learning Center,1,RENT,24000.0,Not Verified,Charged Off,medical,OR,2.55,0,INDIVIDUAL,10,667,Defaulted-Loan
2009,Jun,12000.0,36,10.95,B,B1,Bank of America,3,MORTGAGE,72000.0,Verified,Fully Paid,debt_consolidation,AZ,9.32,0,INDIVIDUAL,10,737,Good-Loan
2009,Jun,4450.0,36,9.32,A,A4,"David Boland, Inc.",5,RENT,42200.0,Not Verified,Fully Paid,credit_card,FL,17.77,1,INDIVIDUAL,8,737,Good-Loan
2009,Jun,10000.0,36,10.95,B,B1,AFS Financial,3,MORTGAGE,72000.0,Verified,Fully Paid,wedding,RI,13.2,2,INDIVIDUAL,14,722,Good-Loan
2009,Jun,15000.0,36,12.21,B,B5,Citigroup,1,MORTGAGE,46464.0,Verified,Fully Paid,debt_consolidation,NJ,7.88,1,INDIVIDUAL,7,717,Good-Loan
2009,Jun,2700.0,36,12.84,C,C2,U.S. Army,5,RENT,29676.0,Not Verified,Fully Paid,other,TX,16.09,3,INDIVIDUAL,5,707,Good-Loan
2009,Jun,15000.0,36,13.47,C,C4,Self  Employed,1,OWN,42000.0,Verified,Fully Paid,home_improvement,OK,14.34,0,INDIVIDUAL,13,712,Good-Loan
2009,Jun,15000.0,36,13.47,C,C4,Farmers Bank of Maryland,10,OWN,43600.0,Verified,Charged Off,home_improvement,FL,13.13,2,INDIVIDUAL,27,687,Defaulted-Loan
2009,Jun,12000.0,36,11.89,B,B4,U.S. Army,10,MORTGAGE,56000.0,Not Verified,Fully Paid,debt_consolidation,KY,15.26,3,INDIVIDUAL,13,712,Good-Loan
2009,Jun,4000.0,36,14.42,D,D2,celebrate the children school for children with alternative learning styles,4,MORTGAGE,38000.0,Verified,Fully Paid,medical,NJ,4.61,1,INDIVIDUAL,15,662,Good-Loan
2009,Jun,20000.0,36,15.68,E,E1,"Bellco Glass, Inc",2,RENT,50000.0,Verified,Fully Paid,debt_consolidation,NJ,15.1,2,INDIVIDUAL,8,677,Good-Loan
2009,Jun,12000.0,36,13.16,C,C3,Cameron Health Inc.,1,RENT,71000.0,Not Verified,Fully Paid,debt_consolidation,CA,7.42,1,INDIVIDUAL,11,682,Good-Loan
2009,Jun,3600.0,36,7.68,A,A2,Genlyte Thomas,6,MORTGAGE,46325.0,Not Verified,Fully Paid,small_business,MA,8.96,1,INDIVIDUAL,23,757,Good-Loan
2009,Jun,12500.0,36,9.32,A,A4,City of Hutto,2,MORTGAGE,50000.0,Not Verified,Fully Paid,home_improvement,TX,11.71,0,INDIVIDUAL,13,782,Good-Loan
2009,Jun,4000.0,36,9.32,A,A4,Gensler,2,RENT,48996.0,Verified,Fully Paid,car,CA,8.67,0,INDIVIDUAL,11,802,Good-Loan
2009,Jun,1600.0,36,19.16,G,G2,BET,4,RENT,42000.0,Not Verified,Fully Paid,small_business,VA,14.6,1,INDIVIDUAL,10,662,Good-Loan
2009,Jun,4000.0,36,12.53,C,C1,Unknown,1,MORTGAGE,35500.0,Verified,Fully Paid,other,FL,10.41,0,INDIVIDUAL,7,687,Good-Loan
2009,Jun,8000.0,36,12.21,B,B5,Palco Sports,2,MORTGAGE,72000.0,Not Verified,Fully Paid,debt_consolidation,MN,21.73,0,INDIVIDUAL,16,692,Good-Loan
2009,Jun,6200.0,36,13.79,C,C5,Red Dog LLC,7,RENT,45000.0,Verified,Fully Paid,debt_consolidation,MA,17.42,0,INDIVIDUAL,11,677,Good-Loan
2009,Jun,5000.0,36,13.79,C,C5,The Men's Wearhouse,1,MORTGAGE,31000.0,Not Verified,Fully Paid,debt_consolidation,NY,19.78,3,INDIVIDUAL,3,682,Good-Loan
2009,Jun,1000.0,36,9.32,A,A4,Business Wire,10,MORTGAGE,85000.0,Not Verified,Fully Paid,other,NY,7.27,0,INDIVIDUAL,18,732,Good-Loan
2009,Jun,13000.0,36,11.26,B,B2,Unknown,1,RENT,48000.0,Verified,Fully Paid,debt_consolidation,CA,17.43,0,INDIVIDUAL,9,742,Good-Loan
2009,Jun,9600.0,36,13.79,C,C5,Home Depot,6,MORTGAGE,108202.0,Verified,Fully Paid,debt_consolidation,FL,5.39,0,INDIVIDUAL,17,697,Good-Loan
2009,Jun,7200.0,36,10.95,B,B1,Intrust Bank,10,OWN,95004.0,Not Verified,Fully Paid,debt_consolidation,KS,7.01,3,INDIVIDUAL,33,717,Good-Loan
2009,Jun,5600.0,36,12.84,C,C2,tmobile,1,MORTGAGE,16000.0,Verified,Fully Paid,medical,TX,10.2,2,INDIVIDUAL,4,722,Good-Loan
2009,Jun,15000.0,36,11.89,B,B4,ProviNET Solutions,5,RENT,48000.0,Verified,Fully Paid,debt_consolidation,IL,20.27,0,INDIVIDUAL,11,712,Good-Loan
2009,Jun,4800.0,36,14.11,D,D1,FutureVision Technologies,3,RENT,36400.0,Verified,Fully Paid,debt_consolidation,UT,14.67,0,INDIVIDUAL,4,672,Good-Loan
2009,Jun,1300.0,36,7.68,A,A2,Lord Abbett,3,RENT,51000.0,Not Verified,Fully Paid,debt_consolidation,NY,19.19,1,INDIVIDUAL,10,757,Good-Loan
2009,Jun,3000.0,36,13.47,C,C4,"Southern States, LLC",3,MORTGAGE,63000.0,Verified,Fully Paid,debt_consolidation,GA,17.48,1,INDIVIDUAL,10,672,Good-Loan
2009,Jun,2800.0,36,12.84,C,C2,S.C.I.,6,RENT,49548.0,Verified,Fully Paid,other,NJ,2.35,1,INDIVIDUAL,9,697,Good-Loan
2009,Jun,8000.0,36,12.53,C,C1,Hyperstreet.com,2,RENT,45000.0,Verified,Fully Paid,educational,CA,11.17,0,INDIVIDUAL,10,687,Good-Loan
2009,Jun,3200.0,36,13.16,C,C3,WM,1,RENT,63000.0,Not Verified,Fully Paid,credit_card,MA,12.06,0,INDIVIDUAL,10,697,Good-Loan
2009,Jun,10000.0,36,13.79,C,C5,Packerland Veterinary Center,1,OWN,37000.0,Verified,Fully Paid,debt_consolidation,WI,18.16,0,INDIVIDUAL,18,682,Good-Loan
2009,Jun,8000.0,36,9.32,A,A4,Lockheed Martin Corp.,8,OTHER,110000.0,Verified,Fully Paid,debt_consolidation,NY,0.46,0,INDIVIDUAL,18,792,Good-Loan
2009,Jun,3000.0,36,7.68,A,A2,American Eagle Airlines,4,RENT,42996.0,Verified,Fully Paid,major_purchase,PA,3.77,0,INDIVIDUAL,13,807,Good-Loan
2009,Jun,15200.0,36,12.21,B,B5,Endeavor Consulting,1,MORTGAGE,120000.0,Verified,Fully Paid,other,WA,8.91,5,INDIVIDUAL,12,742,Good-Loan
2009,Jun,3000.0,36,11.26,B,B2,CACI,3,RENT,50000.0,Verified,Fully Paid,wedding,VA,9.05,2,INDIVIDUAL,7,707,Good-Loan
2009,Jun,12000.0,36,9.32,A,A4,Aurora Diagnostics,1,MORTGAGE,85000.0,Verified,Fully Paid,home_improvement,FL,9.15,0,INDIVIDUAL,20,787,Good-Loan
2009,Jun,6000.0,36,14.11,D,D1,CDG Engineers,2,MORTGAGE,34000.0,Verified,Fully Paid,other,AL,7.98,1,INDIVIDUAL,6,662,Good-Loan
2009,Jun,3500.0,36,11.89,B,B4,NCI Information Systems Inc,2,MORTGAGE,94896.0,Not Verified,Fully Paid,home_improvement,GA,16.46,0,INDIVIDUAL,16,697,Good-Loan
2009,Jun,7000.0,36,8.0,A,A3,Thompson safety,10,RENT,33996.0,Not Verified,Charged Off,medical,TX,15.21,0,INDIVIDUAL,16,752,Defaulted-Loan
2009,Jun,12000.0,36,11.89,B,B4,US Postal Service (USPS),2,MORTGAGE,45000.0,Not Verified,Fully Paid,credit_card,IL,22.77,1,INDIVIDUAL,8,717,Good-Loan
2009,Jun,8000.0,36,9.32,A,A4,State Street Bank,1,MORTGAGE,125000.0,Verified,Fully Paid,credit_card,NJ,3.35,0,INDIVIDUAL,21,752,Good-Loan
2009,Jun,25000.0,36,12.53,C,C1,Alvarez and Marsal,1,RENT,235000.0,Verified,Fully Paid,house,IL,11.73,3,INDIVIDUAL,20,717,Good-Loan
2009,Jun,5000.0,36,9.32,A,A4,Dr. Dennis Norkiewicz DDS,7,RENT,42000.0,Not Verified,Fully Paid,medical,MD,19.31,0,INDIVIDUAL,18,742,Good-Loan
2009,Jun,25000.0,36,11.58,B,B3,General Electric,8,MORTGAGE,90000.0,Verified,Fully Paid,small_business,WI,0.13,3,INDIVIDUAL,6,787,Good-Loan
