IssuedYear,IssuedMonth,LoanAmt,Term,IntRate,Grade,SubGrade,EmpTitle,EmpLength,HomeStatus,AnnualInc,VerificationStatus,LoanStatus,Purpose,State,DTI,NoOfInqs,AppType,CreditHistory,FICO,DefaultStatus
2010,Dec,20000.0,60,9.99,B,B4,Salinas Union High School District,7,MORTGAGE,45000.0,Verified,Fully Paid,debt_consolidation,CA,13.36,2,INDIVIDUAL,21,762,Good-Loan
2010,Dec,7475.0,60,13.72,C,C5,Unknown,1,OWN,145000.0,Not Verified,Fully Paid,debt_consolidation,GA,17.39,1,INDIVIDUAL,12,732,Good-Loan
2010,Dec,5575.0,36,15.2,D,D4,Unknown,1,MORTGAGE,120000.0,Not Verified,Fully Paid,small_business,MD,16.4,1,INDIVIDUAL,14,687,Good-Loan
2010,Dec,2150.0,60,14.83,D,D3,Marketing Evolution,1,RENT,120000.0,Not Verified,Fully Paid,debt_consolidation,NY,6.16,0,INDIVIDUAL,8,722,Good-Loan
2010,Dec,7050.0,60,12.98,C,C3,Port of Oakland,1,MORTGAGE,140000.0,Not Verified,Fully Paid,moving,CA,4.26,1,INDIVIDUAL,18,812,Good-Loan
2010,Dec,7375.0,60,17.43,E,E5,JPmorgan,1,RENT,140000.0,Not Verified,Fully Paid,major_purchase,NY,5.25,0,INDIVIDUAL,8,702,Good-Loan
2010,Dec,1375.0,36,6.91,A,A5,SNL Financial,1,RENT,37500.0,Not Verified,Fully Paid,credit_card,VA,12.03,0,INDIVIDUAL,6,727,Good-Loan
2010,Dec,9050.0,60,13.72,C,C5,Southwest Florida Home Care,1,RENT,71000.0,Not Verified,Fully Paid,debt_consolidation,FL,24.05,0,INDIVIDUAL,13,732,Good-Loan
2010,Dec,1900.0,60,9.99,B,B4,Lake Mary Preparatory School,1,RENT,42000.0,Not Verified,Fully Paid,debt_consolidation,FL,23.06,1,INDIVIDUAL,23,742,Good-Loan
2010,Dec,6525.0,60,16.32,E,E2,Nobel Biocare,1,MORTGAGE,325000.0,Not Verified,Fully Paid,small_business,NJ,6.4,1,INDIVIDUAL,16,707,Good-Loan
2010,Dec,5975.0,36,14.46,D,D2,Hybrid Promotions,1,RENT,52000.0,Not Verified,Fully Paid,other,CA,19.52,2,INDIVIDUAL,24,702,Good-Loan
2010,Dec,1950.0,36,9.99,B,B4,Unknown,1,MORTGAGE,100128.0,Not Verified,Charged Off,credit_card,NV,13.1,0,INDIVIDUAL,13,742,Defaulted-Loan
2010,Dec,8875.0,60,17.43,E,E5,Unknown,1,MORTGAGE,90000.0,Not Verified,Fully Paid,small_business,NJ,10.84,2,INDIVIDUAL,39,692,Good-Loan
2010,Dec,8125.0,60,13.35,C,C4,General Atomics,1,MORTGAGE,50000.0,Not Verified,Charged Off,credit_card,CA,6.02,1,INDIVIDUAL,16,737,Defaulted-Loan
2010,Dec,4125.0,60,9.99,B,B4,A-1 AUTOMOTIVE REFINISH SUPPLY,1,MORTGAGE,23500.0,Not Verified,Fully Paid,debt_consolidation,AZ,11.95,1,INDIVIDUAL,9,747,Good-Loan
2010,Dec,1675.0,36,6.54,A,A4,Copart,1,RENT,46300.0,Not Verified,Fully Paid,debt_consolidation,FL,16.07,1,INDIVIDUAL,6,722,Good-Loan
2010,Dec,2375.0,36,9.25,B,B2,ConocoPhillips,1,RENT,71004.0,Not Verified,Fully Paid,credit_card,CA,8.4,0,INDIVIDUAL,7,727,Good-Loan
